time,imu,xaxis,yaxis,zaxis,xaccel,yaccel,zaccel
20348,0,-4.44,-7.58,5.22,-0.40,0.78,0.47
20363,1,17.17,15.83,4.87,-2.07,1.58,-1.54
20379,2,-12.44,0.57,-3.66,-0.86,0.29,1.79
20396,3,-10.29,4.55,4.06,-4.37,-0.44,-0.65
20411,4,-9.11,-8.07,-2.68,-0.37,-0.05,-0.54
20428,5,-10.98,12.04,-6.96,-0.93,0.61,-0.22
20443,0,-4.31,-8.78,6.98,-1.15,2.50,3.70
20459,1,-7.47,10.42,3.43,-1.18,0.24,-0.77
20475,2,-13.02,-0.18,1.74,-0.92,0.01,2.49
20491,3,-7.23,-4.51,-5.33,0.69,0.87,-0.96
20506,4,-9.36,-1.26,-3.32,-0.28,-1.19,-1.85
20523,5,-11.68,2.00,-5.31,0.15,0.20,-0.98
20538,0,-17.20,-13.44,3.37,-0.17,3.65,4.37
20554,1,-3.99,7.24,4.67,-0.10,-0.10,-0.13
20570,2,-8.12,8.71,-4.30,-0.51,-0.10,1.63
20586,3,-9.63,-2.05,-2.25,-0.20,0.03,-0.90
20602,4,-12.28,-5.43,-1.96,0.84,-1.48,-1.71
20618,5,-8.59,-0.76,-4.98,0.26,0.19,-0.94
20633,0,5.10,-9.91,5.36,0.73,-2.76,-1.82
20650,1,-3.91,7.61,4.08,0.07,-0.21,-0.11
20665,2,-1.66,5.24,-1.64,0.07,-0.01,-1.73
20681,3,-9.18,0.90,-0.55,0.20,-0.12,-0.58
20697,4,-9.29,-0.32,0.89,0.96,0.25,-1.19
20713,5,-8.11,1.52,-5.41,0.63,-0.18,-0.65
20729,0,-2.90,-8.35,3.98,0.05,-3.59,-3.79
20745,1,-4.20,7.58,3.98,0.02,0.06,-0.14
20760,2,-4.00,3.90,0.49,0.01,-0.22,-4.11
20777,3,-9.26,1.50,-0.69,-0.01,-0.11,-0.75
20792,4,-8.20,1.12,-1.97,0.24,1.03,-0.41
20808,5,-8.18,2.13,-4.31,0.16,-0.23,-0.54
20824,0,-9.98,-12.89,8.54,-1.18,-2.33,-3.84
20840,1,-4.31,7.53,3.89,-0.06,-0.08,-0.17
20856,2,-13.54,7.60,-3.16,-1.52,-0.42,-4.37
20872,3,-9.32,-1.59,-1.03,-0.34,-0.06,-1.03
20887,4,-6.68,-5.75,-2.15,-1.45,1.14,-0.56
20904,5,-8.86,0.45,-4.28,-0.74,0.13,-0.73
20919,0,-15.09,-3.94,7.48,-1.94,-2.89,-2.40
20935,1,-4.41,7.46,4.23,-0.08,-0.06,-0.11
20951,2,-10.29,-1.10,-1.47,-1.71,0.35,-2.83
20967,3,-10.06,-1.75,-0.85,-0.12,-0.15,-1.00
20983,4,-6.87,-10.32,-0.30,-0.50,-0.22,-0.40
20999,5,-8.82,1.19,-3.64,-0.60,0.09,-0.84
21015,0,-18.48,4.22,3.26,-0.50,-0.51,0.56
21031,1,-4.13,7.52,4.07,0.10,0.35,-0.40
21046,2,-9.03,5.08,-2.22,-0.61,0.17,1.65
21062,3,-10.66,0.92,-0.45,0.23,0.03,-1.68
21079,4,-7.29,1.02,-2.42,-0.49,0.01,0.58
21094,5,-9.85,5.58,-3.99,0.53,-0.30,0.09
21109,0,-13.19,-4.66,15.04,1.14,2.16,2.06
21126,1,-2.72,10.74,5.30,0.26,1.24,-3.14
21142,2,-12.41,6.39,-5.05,2.74,-0.32,1.61
21158,3,-16.52,3.51,2.48,1.30,0.37,-2.55
21174,4,-13.77,8.95,1.65,0.01,-0.90,0.42
21189,5,-11.51,1.62,-3.64,-0.27,-1.22,1.46
21206,0,-5.39,-7.11,6.18,0.94,-0.02,0.34
21221,1,-16.85,16.73,5.54,0.03,2.61,-4.37
21237,2,-10.28,0.90,-0.29,-1.59,-0.02,0.83
21253,3,-6.80,-7.55,-4.05,0.98,0.05,-1.48
21269,4,-10.97,-5.80,-3.39,0.20,1.10,0.63
21285,5,-10.19,2.69,-3.80,0.07,-0.27,1.53
21301,0,-4.30,-7.17,5.86,-0.30,-0.11,-0.03
21316,1,4.93,13.15,2.11,-0.36,-1.39,1.47
21333,2,-9.22,1.02,-2.97,-0.87,0.02,0.48
21348,3,-3.33,-4.40,-2.02,-1.01,-0.54,1.37
21364,4,-3.58,-6.38,-1.22,-0.96,0.55,0.67
21380,5,-8.44,1.27,-3.58,-1.56,0.45,0.99
21396,0,-4.06,-7.18,6.06,-0.25,-0.05,0.06
21412,1,-1.43,10.98,0.22,-0.75,-1.35,4.28
21428,2,-9.75,0.77,-4.07,-0.79,0.28,0.55
21443,3,-6.14,-4.46,-2.10,-1.92,-1.22,3.33
21460,4,-7.71,-3.17,-4.16,-0.84,-0.13,0.50
21475,5,-6.05,-1.64,-2.61,-0.78,1.03,0.79
21491,0,-4.21,-7.21,5.75,-0.18,-0.03,0.07
21507,1,-12.58,15.47,2.46,-0.51,-0.77,4.37
21523,2,-8.81,1.79,-2.76,-0.29,0.20,0.57
21539,3,-9.58,-4.78,-2.16,-0.19,-0.95,4.37
21555,4,-8.03,-3.57,-1.15,-0.62,-0.35,0.64
21570,5,-6.89,2.25,-1.17,-0.82,0.57,-0.06
21587,0,-4.48,-7.13,5.82,-0.25,-0.06,0.06
21602,1,-14.52,10.25,-2.05,0.90,-1.81,3.69
21618,2,-9.59,0.55,-2.99,-0.50,0.20,0.65
21634,3,-11.39,-2.49,-9.53,-0.36,1.01,3.33
21650,4,-7.83,-3.83,-4.12,-0.92,-0.16,0.64
21667,5,-6.13,8.10,-6.83,0.90,0.82,0.33
21682,0,-4.07,-7.34,5.40,-0.40,0.12,0.15
21697,1,-17.44,-10.85,-3.24,0.06,-0.51,0.05
21714,2,-9.75,-0.47,-2.61,-0.75,0.07,1.24
21730,3,-9.45,-2.28,-0.34,-1.10,0.28,-1.34
21745,4,-7.92,-3.50,-2.29,-1.50,-0.52,-0.19
21762,5,-5.33,2.24,-4.20,-0.99,0.94,-0.31
21777,0,-4.21,-8.08,5.52,-0.88,1.26,1.03
21794,1,19.43,-12.42,8.71,-0.39,4.37,-0.98
21809,2,-12.64,-0.80,-2.34,-1.28,0.33,1.86
21825,3,-8.75,0.67,-2.66,-4.37,0.27,-1.57
21841,4,-8.53,-6.58,-1.19,-0.99,-0.56,-0.86
21857,5,-12.73,3.52,-3.73,-3.35,0.35,-0.63
21872,0,-6.39,-8.65,6.69,-1.81,3.64,3.89
21889,1,-0.75,9.12,-0.36,-1.76,0.81,-1.16
21904,2,-14.32,3.27,-0.60,-1.00,0.35,2.26
21920,3,-9.13,-4.96,-3.07,1.77,1.60,-1.12
21936,4,-12.45,-2.28,-3.27,-0.69,-1.28,-2.18
21952,5,-11.97,1.20,-5.34,-0.23,0.59,-1.02
21968,0,-17.44,-10.51,3.19,-2.26,3.61,4.37
21984,1,-4.32,7.36,4.29,-0.01,-0.16,-0.12
21999,2,-7.95,7.48,-1.47,-1.95,0.57,1.36
22016,3,-10.21,-4.72,-1.72,0.22,0.08,-0.79
22031,4,-13.65,-2.66,0.15,-0.30,-0.68,-1.95
22047,5,-9.37,-0.05,-4.63,0.83,0.35,-0.96
22063,0,4.91,-7.45,6.11,-0.49,-3.57,-2.45
22079,1,-4.18,7.71,3.85,0.08,-0.22,-0.08
22095,2,-2.38,3.98,0.40,-0.70,0.53,-2.22
22111,3,-9.53,-0.01,-0.26,0.26,-0.02,-0.51
22126,4,-8.22,0.17,0.29,0.89,0.33,-1.30
22143,5,-8.03,1.83,-4.14,0.15,0.72,-0.85
22158,0,-3.10,-5.96,7.92,-0.64,-3.61,-3.80
22174,1,-4.13,7.56,3.87,0.02,0.05,-0.10
22190,2,-4.48,4.43,-0.49,0.53,-0.09,-4.37
22206,3,-9.62,-0.08,-0.77,-0.09,0.11,-0.69
22222,4,-6.18,0.94,-1.62,-0.55,0.98,-0.48
22238,5,-8.72,1.29,-4.31,0.10,-0.06,-0.66
22253,0,-13.01,-12.74,10.68,-1.39,-3.03,-3.55
22270,1,-4.50,7.53,4.05,-0.05,-0.05,-0.15
22285,2,-10.25,0.84,-0.78,-1.81,-0.17,-4.37
22301,3,-9.58,-1.51,-0.68,-0.06,-0.02,-0.97
22317,4,-4.82,-5.83,-0.21,-0.51,-0.59,0.10
22333,5,-9.34,1.20,-3.85,-0.67,0.23,-0.77
22349,0,-16.88,-2.16,3.30,-1.85,-2.23,-2.43
22365,1,-4.13,7.36,4.30,0.26,0.10,-0.26
22380,2,-10.76,-3.95,-2.18,-1.09,0.49,-1.63
22397,3,-10.09,-0.73,-0.39,0.09,-0.10,-1.20
22412,4,-8.04,-11.21,-1.12,-0.51,0.44,-0.54
22428,5,-8.96,1.81,-3.25,-0.44,-0.04,-0.55
22445,0,-15.60,-1.65,2.23,0.02,0.01,1.24
22460,1,-4.63,8.32,4.01,0.48,0.50,-0.94
22477,2,-9.47,3.81,-2.13,-0.33,0.53,2.26
22492,3,-12.84,-0.36,0.85,1.18,0.34,-2.11
22508,4,-11.44,1.64,-1.96,-1.26,0.71,1.24
22524,5,-10.74,5.44,-0.84,0.89,-0.85,0.54
22540,0,-15.54,-0.30,29.83,1.79,1.92,1.56
22555,1,-5.57,11.17,3.62,0.46,2.93,-4.37
22572,2,-12.19,11.31,-2.07,2.00,0.13,1.81
22587,3,-17.26,0.73,-2.29,0.69,0.32,-2.20
22604,4,-6.55,13.85,0.96,-1.25,0.17,-0.32
22619,5,-10.79,0.88,-5.56,-1.13,-0.61,1.63
22635,0,-5.07,-6.89,5.55,0.20,0.22,0.15
22651,1,-17.33,19.95,5.61,0.16,3.37,-4.37
22667,2,-11.48,1.12,1.09,0.24,-0.69,1.08
22683,3,-7.57,-6.76,-3.50,-0.09,-0.46,-1.07
22699,4,-9.62,0.01,-3.42,-0.23,-0.19,0.87
22715,5,-12.22,-1.77,-3.06,-0.58,-0.11,1.73
22730,0,-4.58,-7.24,5.64,-0.26,-0.16,0.00
22747,1,2.65,7.46,0.68,-1.85,-2.94,2.39
22762,2,-8.98,-0.29,-3.06,-0.84,0.15,0.38
22779,3,-3.60,-6.93,-2.44,-1.30,-0.73,2.58
22794,4,-8.55,-4.58,-4.43,-1.44,-0.60,0.63
22810,5,-8.63,1.57,-1.98,-2.09,0.44,0.82
22826,0,-4.70,-6.97,5.67,-0.21,-0.06,0.06
22841,1,-5.22,11.50,-0.50,-0.70,-2.09,4.37
22857,2,-9.29,-0.26,-3.06,-0.63,-0.00,0.55
22873,3,-6.08,-4.35,-2.07,-1.22,-0.93,4.37
22889,4,-7.58,-2.13,-3.38,-0.75,-0.47,0.79
22906,5,-5.25,-1.17,-1.06,0.36,1.34,0.50
22921,0,-4.46,-7.13,5.77,-0.14,-0.06,0.06
22936,1,-16.13,17.00,5.96,0.83,-1.43,4.37
22953,2,-9.34,1.97,-2.79,-0.47,0.01,0.61
22969,3,-10.81,-1.97,-2.55,0.82,0.14,4.37
22984,4,-8.31,-3.43,-2.87,-0.19,0.16,1.05
23001,5,-7.24,6.79,-4.18,0.37,0.08,-0.38
23016,0,-4.81,-6.95,5.99,-0.31,-0.06,0.08
23033,1,-26.73,-2.41,0.08,1.32,-2.54,1.87
23048,2,-12.85,-3.64,-2.30,-0.29,0.32,1.20
23064,3,-9.82,4.94,-2.75,1.22,0.56,0.26
23080,4,-9.10,-4.64,-2.95,-0.57,-0.53,0.45
23096,5,-7.18,7.43,-4.47,-0.52,1.06,0.46
23111,0,-4.36,-7.86,5.08,-0.77,1.11,0.73
23128,1,15.64,6.21,1.87,-4.37,0.99,-1.16
23143,2,-11.69,-0.47,-3.50,-1.18,0.31,1.88
23160,3,-14.34,13.80,16.14,-4.37,-0.60,-0.74
23175,4,-8.41,-6.37,-2.34,-0.55,-0.31,-0.80
23191,5,-11.66,15.53,-9.16,-1.35,0.81,-0.31
23207,0,-5.51,-8.36,7.32,-1.75,3.49,4.11
23223,1,-7.90,15.57,-2.86,-1.00,0.33,-0.80
23238,2,-14.40,0.64,1.45,-0.92,0.13,2.60
23255,3,-6.48,-4.48,-5.28,0.88,1.33,-1.03
23270,4,-12.92,-0.95,-3.93,-0.58,-0.84,-2.37
23287,5,-12.52,2.13,-3.91,-0.06,0.11,-1.14
23303,0,-15.72,-11.57,5.49,-1.43,4.29,4.37
23318,1,-4.24,6.95,5.26,0.03,-0.08,-0.09
23335,2,-6.63,6.84,-1.57,-1.61,-0.07,1.29
23350,3,-9.77,-2.94,-3.78,-0.62,0.19,-0.90
23366,4,-13.57,-0.45,-2.16,-0.32,-1.19,-2.12
23382,5,-7.92,-0.80,-5.77,0.34,0.42,-1.11
23398,0,2.47,-7.53,4.78,0.16,-4.14,-2.16
23413,1,-4.20,7.48,4.05,0.10,-0.19,-0.07
23430,2,-1.30,3.91,-1.75,-0.40,-0.42,-2.21
23445,3,-8.71,2.64,-0.27,0.11,-0.05,-0.57
23462,4,-8.00,-0.12,0.36,1.46,1.02,-1.11
23477,5,-8.38,1.86,-3.97,0.28,0.60,-0.89
23493,0,-2.79,-7.69,3.87,0.04,-3.70,-3.95
23509,1,-4.15,7.59,3.85,0.00,-0.04,-0.09
23524,2,-4.98,4.54,-0.70,0.40,-0.43,-4.31
23540,3,-9.33,0.12,-0.95,-0.01,-0.01,-0.67
23556,4,-6.72,1.34,-2.18,-0.24,0.93,-0.66
23572,5,-9.37,0.40,-4.66,-0.08,0.13,-0.89
23588,0,-11.33,-13.02,7.72,-1.16,-2.03,-4.17
23604,1,-4.27,7.58,3.93,0.02,0.04,-0.14
23619,2,-10.98,8.37,-2.71,-2.36,-0.84,-4.37
23636,3,-9.42,-0.28,-1.54,0.05,-0.00,-0.89
23651,4,-11.64,-2.25,-5.04,-1.25,-0.77,0.19
23667,5,-8.26,2.07,-3.96,-0.56,0.24,-0.89
23684,0,-18.92,-0.73,1.61,-0.95,-2.63,-2.41
23699,1,-4.48,7.56,3.94,-0.07,-0.25,-0.18
23716,2,-10.37,-2.68,-2.76,-0.75,0.46,-1.71
23731,3,-9.61,1.24,-1.23,-0.20,-0.11,-1.51
23747,4,-7.73,-13.65,-2.34,-0.28,0.55,-0.54
23763,5,-8.62,2.53,-3.45,-0.15,-0.18,-0.19
23779,0,1.51,-7.48,-9.83,3.58,1.12,3.20
23794,1,-4.47,7.71,3.87,0.07,0.73,-0.74
23811,2,-14.14,-12.22,9.59,-1.21,0.79,0.53
23826,3,-14.61,1.96,-0.53,0.61,0.49,-2.56
23843,4,-13.49,-11.86,7.97,0.15,-0.68,0.78
23858,5,-10.54,7.49,-2.79,-0.12,-0.84,0.79
23874,0,-7.58,-11.92,9.03,0.45,1.57,1.86
23890,1,-5.20,10.71,4.68,0.23,2.75,-4.37
23906,2,-7.61,5.15,-5.80,-0.93,0.57,1.46
23921,3,-12.76,-6.27,-0.80,0.59,0.97,-2.17
23938,4,-3.15,-1.54,-6.59,-1.08,1.52,0.75
23953,5,-13.91,-4.68,-5.49,0.52,-0.78,1.98
23970,0,-4.75,-7.47,4.97,-0.04,-0.12,0.06
23986,1,4.19,12.55,-2.27,0.36,-0.22,-1.43
24001,2,-8.27,2.41,-4.50,1.68,0.66,0.92
24018,3,-0.35,-2.34,4.00,-0.17,0.26,0.06
24033,4,-6.86,-0.45,-3.91,0.08,0.28,1.30
24048,5,-9.75,-0.59,-4.02,-0.97,-0.17,1.77
24065,0,-4.31,-6.98,5.91,-0.17,-0.02,0.06
24080,1,3.12,10.57,2.07,0.46,-1.65,3.93
24096,2,-8.93,0.30,-3.01,-0.61,0.34,0.58
24112,3,-3.19,-3.97,-0.34,-0.72,-0.72,3.64
24128,4,-7.53,-3.63,-3.92,-0.79,-0.36,0.91
24144,5,-5.26,-1.37,-1.49,-1.15,0.71,0.96
24160,0,-4.73,-7.06,5.72,-0.14,-0.09,0.06
24175,1,-10.14,13.44,6.80,0.42,-1.49,4.37
24192,2,-9.25,0.45,-2.66,-0.14,0.21,0.69
24208,3,-8.95,-3.62,-1.93,-1.31,-0.87,4.37
24223,4,-9.62,0.01,-3.87,-0.77,-0.29,1.06
24240,5,-6.25,-0.64,-2.40,0.24,-0.16,0.08
24255,0,-4.66,-6.93,5.75,-0.10,-0.04,0.04
24271,1,-24.55,13.20,5.55,0.45,-2.90,4.37
24287,2,-10.64,0.21,-2.27,-0.33,0.00,0.83
24303,3,-12.88,1.05,-3.18,0.95,0.96,4.16
24319,4,-8.20,-4.74,-2.56,-0.65,0.13,0.90
24335,5,-8.84,14.22,-5.41,0.29,0.22,-0.27
24350,0,-4.17,-7.44,6.43,-0.27,0.24,0.19
24367,1,-25.29,-8.07,-0.98,-0.22,0.06,-1.14
24382,2,-10.40,-0.76,-3.07,0.04,0.10,1.80
24399,3,-7.57,-4.96,0.36,-2.30,-0.51,-3.24
24414,4,-8.43,-8.50,-2.46,-0.41,-0.55,-0.04
24430,5,-13.56,-4.28,-4.12,-0.92,0.53,-1.20
24446,0,-4.25,-10.18,6.00,-0.73,1.86,2.37
24462,1,-21.77,17.11,20.75,-2.45,2.22,-2.85
24477,2,-17.89,-3.63,0.69,-1.98,0.08,2.69
24494,3,-15.44,-3.66,2.41,0.31,-0.31,-1.91
24509,4,-11.88,-3.81,0.45,-0.28,-0.92,-2.09
24526,5,-6.70,-10.37,-8.00,1.29,0.37,-0.50
24542,0,-17.95,-16.34,8.27,-0.80,3.24,4.37
24557,1,-3.77,8.15,3.65,-0.31,0.42,-0.28
24574,2,-10.54,11.16,-3.96,-2.52,-0.20,2.15
24589,3,-11.50,1.80,1.70,-1.20,-0.14,-1.01
24605,4,-8.68,-5.40,-2.95,-0.92,-0.18,-2.07
24621,5,-9.16,1.70,-3.96,-0.30,0.03,-1.03
24637,0,0.32,-16.86,5.10,-0.75,-2.14,-1.20
24653,1,-3.99,7.55,3.99,0.12,-0.06,-0.06
24669,2,0.34,4.74,0.00,0.58,0.49,-0.91
24684,3,-9.31,1.06,-0.31,0.63,-0.04,-0.58
24701,4,-7.43,0.64,-1.28,0.51,-1.16,-1.42
24716,5,-8.94,3.92,-3.22,0.57,-0.02,-0.89
24732,0,-0.89,-9.84,5.13,-0.24,-2.33,-3.97
24748,1,-4.16,7.64,3.91,0.06,-0.29,-0.12
24764,2,-2.76,3.28,-0.60,1.01,-0.73,-3.52
24780,3,-9.59,0.95,-1.09,0.14,-0.27,-0.84
24796,4,-6.49,-0.10,-0.64,0.85,0.77,-0.77
24811,5,-8.78,2.74,-4.07,-0.01,-0.56,-0.84
24828,0,-8.36,-12.26,5.64,-0.33,-2.20,-4.37
24843,1,-4.25,7.62,3.88,-0.01,0.02,-0.18
24859,2,-10.24,6.24,-5.13,1.16,-0.67,-4.37
24875,3,-9.59,-0.21,-1.19,-0.17,-0.05,-1.01
24891,4,-6.17,-2.83,0.34,0.05,1.17,-0.16
24906,5,-8.10,1.58,-3.29,-0.45,0.32,-0.79
24923,0,-19.68,-11.25,7.01,-1.65,-3.67,-3.19
24938,1,-4.51,7.42,4.09,-0.08,-0.10,-0.18
24955,2,-11.88,0.05,-3.53,-1.34,0.89,-3.89
24970,3,-9.76,1.29,-0.36,-0.04,-0.10,-1.36
24986,4,-4.54,-10.39,-4.77,-0.36,1.70,-0.41
25002,5,-8.56,3.21,-3.30,-0.41,-0.01,-0.55
25018,0,-23.28,10.38,1.13,-0.10,-0.12,-0.62
25033,1,-4.08,7.83,3.87,0.40,0.55,-0.72
25050,2,-9.34,4.32,-2.78,0.91,0.38,1.75
25065,3,-11.22,-0.26,-0.28,0.19,0.38,-2.39
25082,4,-8.31,-2.02,-2.86,0.05,0.26,0.65
25097,5,-10.43,4.34,-4.01,0.40,-0.32,0.44
25113,0,-16.20,-6.41,24.07,1.53,2.17,2.62
25129,1,-3.98,10.50,4.40,0.16,2.50,-4.37
25145,2,-9.28,8.97,-4.66,2.70,-0.05,2.25
25160,3,-17.19,1.07,-0.59,1.12,0.44,-2.30
25177,4,-6.36,14.43,-2.87,-0.10,0.56,0.05
25192,5,-10.89,0.63,-5.58,-0.64,-0.74,1.56
25209,0,-5.33,-8.07,5.26,0.94,0.02,0.30
25224,1,-18.66,17.37,5.43,0.62,3.37,-4.37
25240,2,-11.57,1.37,2.06,-0.60,-0.34,0.89
25257,3,-7.13,-7.29,-2.85,0.42,-0.15,-1.21
25272,4,-8.25,-0.36,-3.26,0.39,0.39,1.04
25288,5,-12.35,-0.62,-3.38,-0.21,-0.47,1.85
25304,0,-4.53,-7.58,5.21,-0.38,-0.08,0.04
25320,1,5.15,6.63,2.40,-1.23,-2.31,2.16
25336,2,-9.13,-0.37,-2.22,-1.50,0.04,0.34
25352,3,-3.03,-6.31,-1.63,-1.34,-0.27,2.40
25367,4,-11.20,-6.61,-3.73,-1.80,0.05,1.01
25384,5,-8.15,-1.86,-0.96,-0.75,0.46,1.22
25399,0,-4.13,-7.10,5.82,-0.15,-0.05,0.09
25415,1,-4.15,10.23,1.86,-0.56,-2.29,4.37
25431,2,-9.72,0.11,-2.61,-0.27,0.05,0.70
25447,3,-5.32,-4.66,-0.99,-1.04,-0.69,4.37
25463,4,-8.16,-3.36,-2.82,-0.08,-0.29,1.11
25479,5,-5.42,-2.95,-3.04,-0.05,1.37,0.59
25494,0,-4.55,-7.12,5.79,-0.14,-0.06,0.06
25511,1,-14.95,15.27,4.75,0.50,-1.86,4.37
25526,2,-9.64,1.04,-2.41,-0.30,0.10,0.75
25542,3,-11.75,-4.66,-0.98,1.25,-0.28,4.37
25558,4,-8.33,-3.45,-3.40,-0.19,-0.08,1.03
25574,5,-5.90,5.06,-2.49,0.55,0.04,-0.48
25589,0,-3.21,-7.04,5.02,-0.21,0.08,0.09
25606,1,-30.84,-1.23,0.98,1.33,-2.90,2.53
25621,2,-9.96,-1.91,-2.43,-0.12,0.00,1.30
25638,3,-9.48,7.02,-4.60,2.20,0.47,0.45
25653,4,-9.12,-4.00,-3.31,-0.38,-0.81,0.65
25669,5,-8.15,9.14,-4.26,0.47,0.93,1.16
25685,0,-4.55,-7.83,5.38,-0.43,0.82,0.53
25701,1,29.19,6.76,-19.19,-4.37,2.66,-2.38
25716,2,-11.89,0.13,-3.47,-0.60,0.20,2.06
25733,3,-17.93,17.96,18.96,-2.41,0.12,-0.07
25748,4,-8.83,-10.01,-3.06,-0.64,-0.69,-0.65
25765,5,-10.94,18.76,-12.10,-0.32,0.49,-0.21
25781,0,-5.39,-9.93,7.82,-0.98,2.86,4.37
25796,1,-9.40,15.38,-0.45,-1.19,0.01,-0.62
25813,2,-13.35,-2.52,-0.93,-1.01,-0.08,2.86
25828,3,-5.86,-6.47,-5.37,0.54,1.22,-1.07
25844,4,-11.61,0.06,-4.57,0.10,-0.78,-2.25
25860,5,-12.51,1.81,-5.00,0.66,-0.21,-1.21
25876,0,-15.15,-17.14,7.89,0.55,3.23,4.37
25892,1,-4.19,6.95,4.98,0.02,0.07,-0.10
25908,2,-5.51,7.95,-2.42,-0.99,-0.01,1.39
25923,3,-9.02,-2.91,-4.31,-0.16,0.35,-0.78
25940,4,-11.17,-6.05,-0.77,0.39,-1.48,-1.82
25955,5,-7.61,-0.65,-5.51,0.24,0.52,-1.09
25971,0,2.78,-7.26,4.21,0.76,-2.89,-1.89
25987,1,-4.19,7.50,4.11,0.09,-0.24,-0.07
26003,2,-1.08,5.24,-2.78,0.77,-0.41,-2.19
26019,3,-9.55,0.96,-0.69,0.29,-0.11,-0.58
26035,4,-8.44,-0.25,-0.79,1.78,0.69,-0.89
26050,5,-7.11,1.45,-4.53,0.26,-0.12,-0.84
26067,0,-2.85,-8.62,2.90,0.33,-3.35,-4.22
26082,1,-4.03,7.60,4.01,0.06,-0.11,-0.08
26098,2,-3.72,4.77,-0.58,0.25,-0.64,-4.37
26114,3,-9.11,1.04,-0.63,0.10,-0.05,-0.75
26130,4,-7.28,3.33,-2.72,-0.30,1.00,-0.67
26146,5,-8.11,1.35,-4.07,-0.33,-0.04,-0.87
26162,0,-13.25,-14.66,7.98,-1.43,-1.90,-4.18
26177,1,-4.15,7.54,3.93,0.03,0.03,-0.13
26194,2,-12.38,8.96,-4.70,-1.46,-0.58,-4.37
26209,3,-9.46,-0.34,-1.36,0.04,-0.02,-0.94
26225,4,-5.32,-6.05,-2.47,-1.05,0.40,-0.06
26241,5,-8.26,2.48,-4.15,-0.63,0.30,-0.89
26257,0,-19.30,-1.13,5.80,-2.20,-2.95,-2.61
26272,1,-4.30,7.42,4.24,-0.07,-0.20,-0.20
26289,2,-11.23,-2.66,-2.48,-1.18,0.70,-1.95
26305,3,-10.18,0.40,-0.47,-0.22,-0.05,-1.51
26321,4,-7.46,-14.51,-4.20,0.11,0.97,-0.44
26337,5,-8.99,1.80,-3.00,-0.12,-0.15,-0.25
26352,0,0.65,-2.15,-12.83,4.26,1.91,2.60
26369,1,-4.25,8.06,4.07,0.49,0.84,-0.89
26384,2,-16.19,-14.60,14.49,0.62,-0.25,0.55
26400,3,-15.01,1.56,-0.05,0.70,0.74,-2.67
26416,4,-12.99,-12.08,4.85,-0.05,-1.37,0.48
26432,5,-12.70,5.85,-2.01,0.09,-0.54,0.99
26448,0,-9.06,-14.41,0.65,0.34,1.92,1.81
26464,1,-7.56,10.33,4.99,0.34,3.54,-4.37
26479,2,-8.00,2.50,-6.53,-0.56,0.77,1.43
26496,3,-10.12,-4.03,-0.56,1.09,0.64,-1.90
26511,4,-7.30,-4.56,-6.50,-1.42,0.29,0.79
26527,5,-12.58,-1.16,-4.31,0.65,-0.89,1.66
26543,0,-4.57,-7.51,5.43,-0.13,-0.13,0.04
26559,1,5.72,21.81,5.30,0.74,0.41,-2.01
26575,2,-8.07,2.00,-6.11,1.49,0.84,0.87
26591,3,-1.67,-3.45,3.66,-0.44,-0.07,0.41
26606,4,-7.26,0.11,-5.64,-0.71,0.31,1.06
26623,5,-9.68,-1.19,-3.05,-0.76,-0.35,1.57
26638,0,-4.16,-6.99,6.01,-0.14,-0.05,0.07
26654,1,1.83,9.71,1.76,-0.26,-2.71,3.49
26670,2,-10.39,0.06,-2.31,0.08,0.57,0.57
26686,3,-4.04,-4.18,0.00,0.08,-0.93,3.49
26702,4,-6.07,-3.21,-3.70,-0.73,0.08,0.78
26718,5,-6.71,-0.96,-3.48,-1.08,-0.31,1.05
26733,0,-4.44,-7.11,5.82,-0.12,-0.06,0.07
26750,1,-7.26,12.58,3.68,0.12,-1.71,4.37
26765,2,-8.97,0.54,-2.22,-0.10,0.10,0.69
26781,3,-9.23,-5.20,-3.18,-1.11,-0.54,4.37
26797,4,-8.22,-1.42,-3.59,-0.14,-0.29,1.18
26813,5,-5.30,-0.69,-2.47,-0.44,-0.10,0.22
26829,0,-4.57,-7.11,5.59,-0.12,-0.04,0.05
26845,1,-21.10,11.19,6.77,0.88,-2.44,4.37
26860,2,-9.72,-0.24,-2.65,-0.17,0.07,0.83
26877,3,-11.48,0.46,-1.79,1.65,0.57,4.21
26892,4,-8.16,-4.25,-3.17,-0.38,-0.08,0.90
26908,5,-8.88,12.43,-4.10,0.77,-0.01,-0.17
26924,0,-3.99,-7.25,6.03,-0.20,0.21,0.17
26940,1,-25.62,-11.49,-2.15,0.86,-0.32,-0.30
26957,2,-10.14,-1.29,-2.77,-0.02,0.08,1.74
26972,3,-8.66,-1.95,-0.05,-1.76,-0.73,-2.69
26988,4,-8.27,-4.87,-2.16,-0.20,-0.30,0.05
27004,5,-8.07,-1.17,-3.46,-0.52,0.85,-0.44
27020,0,-4.40,-9.14,6.41,-0.52,1.48,1.65
27035,1,-24.39,15.17,18.37,-1.88,2.84,-3.04
27052,2,-15.35,-1.62,-1.53,-0.89,0.29,2.51
27067,3,-13.81,-4.09,0.49,-0.66,0.04,-2.02
27084,4,-11.16,-5.22,-1.65,0.16,-0.51,-1.39
27099,5,-4.72,-10.63,-4.03,-0.33,0.60,-0.58
